,User,Source,Text,Date,Compound,Positive,Negative,Neutral,Tweets Ago
98,@BBCNews,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @BBC_HaveYourSay: Are you under 25 and sleeping on a friend’s sofa because you don't have anywhere else to go? Please @ reply your exper…,Thu Dec 14 13:41:26 +0000 2017,0.3182,0.095,0.905,0.0,99
99,@BBCNews,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Primary league tables: Special-needs pupils struggle with new tests https://t.co/j0d98VZLTw,Thu Dec 14 13:32:45 +0000 2017,-0.3182,0.0,0.796,0.204,100
100,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",These are the net neutrality rules that were repealed https://t.co/SIgOiGmMX5 https://t.co/2wR6pUPmfe,Fri Dec 15 20:34:08 +0000 2017,0.0,0.0,1.0,0.0,1
101,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Marco Rubio is now a “yes” on the tax bill after getting a more generous child tax credit https://t.co/gflz8s8V19,Fri Dec 15 20:19:03 +0000 2017,0.7346,0.292,0.708,0.0,2
102,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",One of Trump's judicial nominees was unable to answer basic legal questions during a Senate hearing https://t.co/oUxZxXnExg,Fri Dec 15 20:04:06 +0000 2017,0.128,0.091,0.909,0.0,3
103,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The U.S. had 23 executions this year. That's down from a modern high of 98 in 1999. https://t.co/VYCvPBVruf,Fri Dec 15 19:49:01 +0000 2017,0.0,0.0,1.0,0.0,4
104,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Following Roy Moore's loss, Republicans intend to kneecap Steve Bannon before he has the chance to recover https://t.co/tYsptXuUtJ",Fri Dec 15 19:34:09 +0000 2017,-0.0772,0.099,0.788,0.113,5
105,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The FCC voted to repeal Obama-era net neutrality rules. Here’s what you need to know. https://t.co/5emKKKM69h,Fri Dec 15 19:19:06 +0000 2017,0.0,0.0,1.0,0.0,6
106,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Modern Love: Nothing like tying the knot on the way to the hospital to make someone believe in love https://t.co/ImLBPi0ABy,Fri Dec 15 19:04:05 +0000 2017,0.8979,0.391,0.609,0.0,7
107,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","One day after admitting to prior sexual misconduct, Morgan Spurlock stepped down from his production company https://t.co/Gdai1UxMdG",Fri Dec 15 18:49:05 +0000 2017,0.0,0.0,1.0,0.0,8
108,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Here are the details for each environmental policy that the Trump administration has targeted https://t.co/S9MxhvFT2b,Fri Dec 15 18:34:03 +0000 2017,0.0,0.0,1.0,0.0,9
109,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Look, Santa's schedule is very busy https://t.co/Yc0yip9tLQ",Fri Dec 15 18:19:05 +0000 2017,0.0,0.0,1.0,0.0,10
110,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The police in New York said they were investigating Russell Simmons following reports of violent sexual misconduct https://t.co/UZM8hOq1en,Fri Dec 15 18:04:06 +0000 2017,-0.5994,0.0,0.813,0.187,11
111,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",New York City’s next subway chief will consider shutting train lines for long periods to help modernize the system https://t.co/SzstoPofdD,Fri Dec 15 17:49:01 +0000 2017,0.4019,0.124,0.876,0.0,12
112,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","There he is, Ajit Pai, the head of the FCC, in a Santa Claus suit, wielding a fidget spinner, wearing eclipse glass… https://t.co/NvmlAVPa2w",Fri Dec 15 17:34:07 +0000 2017,0.0,0.0,1.0,0.0,13
113,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Meet the meme council https://t.co/TLuZtVFq5k,Fri Dec 15 17:19:04 +0000 2017,0.0,0.0,1.0,0.0,14
114,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A police chief criticized his officers for handcuffing an innocent 11-year-old girl at gunpoint. “We do have a prob… https://t.co/PodiAEh5Ly,Fri Dec 15 17:04:02 +0000 2017,-0.0258,0.115,0.766,0.12,15
115,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Prince Harry and Meghan Markle have set a wedding date: May 19, 2018 https://t.co/J07aKqg7VT",Fri Dec 15 16:49:02 +0000 2017,0.0,0.0,1.0,0.0,16
116,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Republicans will expand the child care tax credit, a move intended to win back Marco Rubio's support for the tax bi… https://t.co/x92QiwLJQE",Fri Dec 15 16:34:06 +0000 2017,0.9274,0.477,0.523,0.0,17
117,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Dying has its own biology and symptoms. It’s a diagnosis in itself. https://t.co/MR4m9OPSU2

This was one of our mo… https://t.co/AfqXm0yxkA",Fri Dec 15 16:19:30 +0000 2017,0.0,0.0,1.0,0.0,18
118,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Beer, wine, cider. No shots. The new fraternity normal? Or wishful thinking? https://t.co/BiXMQhIZPY",Fri Dec 15 15:59:08 +0000 2017,-0.3736,0.0,0.824,0.176,19
119,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Hawaii launched the Kupuna Caregivers Program to help support working family caregivers https://t.co/NZi28kpbFt #Daily360,Fri Dec 15 15:44:05 +0000 2017,0.7096,0.385,0.615,0.0,20
120,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","His death exemplified the internet obsession of inviting millions of strangers to witness a life, in all its perils… https://t.co/flGU9AQH9e",Fri Dec 15 15:29:03 +0000 2017,-0.6124,0.093,0.65,0.256,21
121,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The best performances of 2017, as chosen by @Wesley_Morris: https://t.co/O8CfvHhsWk",Fri Dec 15 15:21:06 +0000 2017,0.6369,0.318,0.682,0.0,22
122,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The police are investigating rape claims against Russell Simmons https://t.co/ALbmo8zeyW,Fri Dec 15 15:10:06 +0000 2017,-0.6908,0.0,0.657,0.343,23
123,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Morning Briefing: Here's what you need to know to start your day https://t.co/iTeRMBczuZ https://t.co/xw6e5mfxY3,Fri Dec 15 15:00:25 +0000 2017,0.0,0.0,1.0,0.0,24
124,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The rapid pace of the tax bill moving through Congress left lobbyists with little time and few lawmakers to press f… https://t.co/VXBGZAGqlF,Fri Dec 15 14:50:08 +0000 2017,0.0,0.0,1.0,0.0,25
125,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The streaming landscape after Disney's deal https://t.co/JnBVD0x7Fw,Fri Dec 15 14:40:13 +0000 2017,0.0,0.0,1.0,0.0,26
126,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""More aggressive redistribution through taxes and transfers has spared Europe from the acute disparities that Ameri… https://t.co/ntG8gYYnUZ",Fri Dec 15 14:30:21 +0000 2017,-0.2247,0.0,0.894,0.106,27
127,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Trevor Noah took a look at the scandal unfolding around an FBI agent who sent anti-Trump messages. Late-night round… https://t.co/d5OFM4CPxA,Fri Dec 15 14:20:09 +0000 2017,-0.4404,0.0,0.861,0.139,28
128,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",These are the net neutrality rules that were repealed https://t.co/e7kNhV0hJV https://t.co/3oavG9xVMp,Fri Dec 15 14:11:04 +0000 2017,0.0,0.0,1.0,0.0,29
129,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Opinion: The glory of democracy https://t.co/xEY8gYqoLo,Fri Dec 15 14:01:07 +0000 2017,0.5423,0.412,0.588,0.0,30
130,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Riding in an old manual elevator makes you realize how boringly quiet today's elevators are"" https://t.co/7qCxYvpa5a",Fri Dec 15 13:45:06 +0000 2017,0.0,0.0,1.0,0.0,31
131,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","They are known by nicknames such as the ""nuclear duo"" and the ""missile quartet."" A look at the team building North… https://t.co/HCSf6yjJWI",Fri Dec 15 13:31:03 +0000 2017,0.0,0.0,1.0,0.0,32
132,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Opinion: There's a thin line, in the minds of many, between the poor who deserve help and those who should get off… https://t.co/CWJKXyY61f",Fri Dec 15 13:15:04 +0000 2017,-0.1027,0.105,0.775,0.12,33
133,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Morning Briefing: Here's what you need to know to start your day https://t.co/TGtsIY1G6z https://t.co/5DtPXs1UDZ,Fri Dec 15 13:00:20 +0000 2017,0.0,0.0,1.0,0.0,34
134,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Are you normal?"" Vladimir Putin asked members of the U.S. Congress in his annual national news conference https://t.co/yYG6VTrMtm",Fri Dec 15 12:44:04 +0000 2017,0.0,0.0,1.0,0.0,35
135,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The GOP is still hunting for ways to pay for huge tax cuts https://t.co/0OHIoJJyPR,Fri Dec 15 12:31:10 +0000 2017,-0.0772,0.136,0.651,0.213,36
136,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Theresa May has been hemmed in by stereotypes — first criticized as a humorless headmistress, not human enough to… https://t.co/K3uNjmIKD1",Fri Dec 15 12:15:13 +0000 2017,-0.5859,0.0,0.769,0.231,37
137,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Twenty states suspend the professional or driver’s licenses of people who fall behind on loan payments, a Times inv… https://t.co/LPu1OknNrS",Fri Dec 15 12:00:15 +0000 2017,-0.3182,0.0,0.887,0.113,38
138,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",These are the net neutrality rules that were repealed https://t.co/2zTZn73et4 https://t.co/xGF2Zlc9zK,Fri Dec 15 11:45:05 +0000 2017,0.0,0.0,1.0,0.0,39
139,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Morning Briefing: Here's what you need to know to start your day https://t.co/F9ZTAow3kJ https://t.co/B2XFkOVDMM,Fri Dec 15 11:30:15 +0000 2017,0.0,0.0,1.0,0.0,40
140,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A top aide to Texas' attorney general resigned after mocking the #MeToo movement https://t.co/GRpI9ASpee,Fri Dec 15 11:15:06 +0000 2017,-0.4404,0.109,0.606,0.285,41
141,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Leaders of a British ultranationalist group, which had posted anti-Muslim videos that President Trump retweeted, we… https://t.co/6fy2BmEsva",Fri Dec 15 11:00:12 +0000 2017,0.0,0.0,1.0,0.0,42
142,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Italy passed a law allowing adults to decide, in concordance with their doctors, their end-of-life medical care https://t.co/srHxq2QTB9",Fri Dec 15 10:30:09 +0000 2017,0.4939,0.167,0.833,0.0,43
143,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytimesworld: Doctors Without Borders says at least 6,700 Rohingya met violent deaths in the first month of a military crackdown, addin…",Fri Dec 15 10:15:06 +0000 2017,-0.5994,0.0,0.837,0.163,44
144,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The FCC voted to repeal net neutrality rules, which required internet service providers to offer equal access to al… https://t.co/lTmaywyX4p",Fri Dec 15 10:00:12 +0000 2017,0.0,0.0,1.0,0.0,45
145,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Maybe as inmates, we don't even know what prison is really like. The real punishment of prison is not for us. It's… https://t.co/gHXbFeIyMR",Fri Dec 15 09:45:05 +0000 2017,-0.791,0.088,0.601,0.31,46
146,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @nytimesworld: “Tens of thousands of children have been sexually abused in many Australian institutions. We will never know the true num…,Fri Dec 15 09:31:03 +0000 2017,-0.684,0.0,0.78,0.22,47
147,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The white nationalist who is accused of driving his car into protesters in Charlottesville, killing Heather Heyer,… https://t.co/iDES48sVTq",Fri Dec 15 09:16:03 +0000 2017,-0.8176,0.0,0.638,0.362,48
148,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Our photojournalist took a 3-month, 12,000-mile journey through Australia’s outback. Here's what he saw.… https://t.co/us28SjEBxC",Fri Dec 15 09:02:05 +0000 2017,0.0,0.0,1.0,0.0,49
149,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",This is not the sort of place you expect to be a hub of the high-tech digital world https://t.co/NjbzHLbFrZ,Fri Dec 15 08:47:05 +0000 2017,0.0,0.0,1.0,0.0,50
150,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","“America is life. If I were not in America, I would be dead.” https://t.co/HrOikhYni4",Fri Dec 15 08:32:04 +0000 2017,0.0,0.0,1.0,0.0,51
151,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",How much is the Arctic warming? Enough to confuse a computer. https://t.co/A14IUGi3Zi,Fri Dec 15 08:17:03 +0000 2017,-0.0772,0.128,0.72,0.152,52
152,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Editors’ Choice: 10 New Books We Recommend This Week https://t.co/a5ASe1PhWO,Fri Dec 15 08:15:35 +0000 2017,0.3612,0.217,0.783,0.0,53
153,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytimestravel: When in Rome (or Paris or Tokyo or London or Mexico City), how to drink like a local. https://t.co/27FOvzPzj4",Fri Dec 15 08:02:00 +0000 2017,0.3612,0.116,0.884,0.0,54
154,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The share of the world's income going to the top 1 percent has shrunk since the financial crisis. Here's why that m… https://t.co/LANeLq4FcF,Fri Dec 15 07:33:56 +0000 2017,-0.2732,0.148,0.701,0.151,55
155,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The FCC voted to repeal Obama-era net neutrality rules. Here’s what you need to know. https://t.co/sz9pMKhNfz,Fri Dec 15 07:15:20 +0000 2017,0.0,0.0,1.0,0.0,56
156,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Across the U.S. many brides and grooms are forgoing tradition by appointing mixed-gender wedding parties https://t.co/5x1Eglq1xk,Fri Dec 15 06:59:16 +0000 2017,0.4019,0.153,0.847,0.0,57
157,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Doctors have found a new way to treat heart arrhythmias leading to sudden death, a leading killer in the U.S. https://t.co/QmSJiCDRrg",Fri Dec 15 06:43:06 +0000 2017,-0.7579,0.1,0.595,0.305,58
158,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Bars on the Windows, Laughter Between the Lines https://t.co/cafCf7cZzF",Fri Dec 15 06:25:59 +0000 2017,0.4939,0.286,0.714,0.0,59
159,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytopinion: As usual, Republicans seek to afflict the afflicted and comfort the comfortable, writes @paulkrugman https://t.co/qJiqcICFlC",Fri Dec 15 06:17:06 +0000 2017,0.5106,0.26,0.628,0.112,60
160,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Don’t overlook Ireland’s second city, which is well worth a full weekend of its own https://t.co/TVQLmzWmGQ",Fri Dec 15 06:02:04 +0000 2017,0.4588,0.235,0.765,0.0,61
161,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No one book could hope to capture the social justice movements that have defined and transformed the U.S. But singl… https://t.co/BnfEEboiel,Fri Dec 15 05:47:06 +0000 2017,0.6249,0.238,0.679,0.083,62
162,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",More than a thousand children are counting on Nora Sándigo to become their guardian if their parents are deported https://t.co/NG4E48q0CV,Fri Dec 15 05:32:02 +0000 2017,0.0,0.0,1.0,0.0,63
163,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @NYTNational: “Aren’t you also tired of all the pathetic ‘me too’ victim claims?” Andrew Leonie wrote on Wednesday. “If every woman is a…,Fri Dec 15 05:17:01 +0000 2017,-0.8271,0.0,0.707,0.293,64
164,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Tens of thousands of Australian children have been sexually abused in the country’s institutions since 1980, a comm… https://t.co/1nC45VULku",Fri Dec 15 05:02:10 +0000 2017,-0.5106,0.0,0.837,0.163,65
165,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Bulletin Board: NYT Needle Returns to the Spotlight. The Internet Notices. https://t.co/IyAxITTWof,Fri Dec 15 04:50:38 +0000 2017,0.0,0.0,1.0,0.0,66
166,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @nytopinion: Obama uttered 18 demonstrable falsehoods over eight years in the Oval Office. Trump hit that number after less than three w…,Fri Dec 15 04:47:02 +0000 2017,0.0772,0.056,0.944,0.0,67
167,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Through his dizzying lens, he became a celebrity for his high-altitude stunts. But then, suddenly, his online posts… https://t.co/pxTHiBYBHn",Fri Dec 15 04:32:06 +0000 2017,0.0,0.0,1.0,0.0,68
168,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",10 new books recommended by critics and editors at The New York Times https://t.co/dDY3tBS0DP,Fri Dec 15 04:17:01 +0000 2017,-0.1027,0.113,0.75,0.138,69
169,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",‘Not a Day Goes by That I Don’t Think About Jerusalem’ https://t.co/r7gc7Zkvx3,Fri Dec 15 04:04:05 +0000 2017,0.0,0.0,1.0,0.0,70
170,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","How one harasser can rob a generation of women
https://t.co/TsRIkc1nnU",Fri Dec 15 04:02:03 +0000 2017,-0.7906,0.0,0.5,0.5,71
171,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Our tracking needle, both loved and loathed, returned for Alabama’s Senate vote. Our editors tell its story. https://t.co/K7tjQzKkfV",Fri Dec 15 03:47:07 +0000 2017,0.2023,0.17,0.696,0.135,72
172,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Our photojournalist took a 3-month, 12,000-mile journey through Australia’s outback. Here's what he saw.… https://t.co/aBA8AAv5yO",Fri Dec 15 03:32:03 +0000 2017,0.0,0.0,1.0,0.0,73
173,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Larry David will make a tenth season of ""Curb Your Enthusiasm"" https://t.co/ZDO7oTbzK8",Fri Dec 15 03:17:05 +0000 2017,0.4404,0.225,0.775,0.0,74
174,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","They will never know how much his parents loved him. To these men, a 10-month-old boy was just one more victim of m… https://t.co/OgFIFMrsXV",Fri Dec 15 03:02:05 +0000 2017,0.3626,0.143,0.769,0.088,75
175,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Nearly 5 million children could be at risk of losing health insurance next month https://t.co/QKyPYiOCmk,Fri Dec 15 02:47:06 +0000 2017,-0.5719,0.0,0.719,0.281,76
176,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",How Luke Skywalker inherited his lonely Jedi responsibility https://t.co/bZrhlnJb7h https://t.co/tkPATb5CKR,Fri Dec 15 02:32:08 +0000 2017,-0.3612,0.0,0.783,0.217,77
177,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Evening Briefing: Here's what you need to know at the end of the day https://t.co/ZPzEL5gCoi,Fri Dec 15 02:17:03 +0000 2017,0.0,0.0,1.0,0.0,78
178,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","For some, a sheriff's broad authority is a defense of liberty. Others worry that it allows them to act above the la… https://t.co/fBxV3b9dtd",Fri Dec 15 02:05:03 +0000 2017,0.3182,0.238,0.651,0.111,79
179,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""How old would Ben be?""

""Eleven."" 

Ben Wheeler would be a sixth-grader now. https://t.co/YUlEMaGQbZ https://t.co/m1orGuCyCM",Fri Dec 15 01:55:12 +0000 2017,0.0,0.0,1.0,0.0,80
180,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytpolitics: ""They're lying to you,"" an activist told Senator Susan Collins in an emotional plea for her to vote against the tax bill.…",Fri Dec 15 01:47:03 +0000 2017,-0.4215,0.059,0.815,0.126,81
181,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The best dance of 2017 https://t.co/afGnvFwqNH,Fri Dec 15 01:32:04 +0000 2017,0.6369,0.457,0.543,0.0,82
182,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The FCC voted to repeal Obama-era net neutrality rules. Here’s what you need to know. https://t.co/HDvU028tkI,Fri Dec 15 01:17:01 +0000 2017,0.0,0.0,1.0,0.0,83
183,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In a blow to workers, the National Labor Relations Board reversed an Obama-era ruling that helped unions fight hote… https://t.co/HxO8b5fiMf",Fri Dec 15 01:02:06 +0000 2017,-0.3818,0.0,0.874,0.126,84
184,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @jennyschuessler: 'Youthquake’ Is Oxford’s Word of the Year. Sorry, Broflake. https://t.co/v0vjGrF7A8",Fri Dec 15 00:47:02 +0000 2017,-0.0772,0.0,0.894,0.106,85
185,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The share of the world's income going to the top 1 percent has shrunk since the financial crisis. Here's why that m… https://t.co/mKSxGbtB2k,Fri Dec 15 00:32:04 +0000 2017,-0.2732,0.148,0.701,0.151,86
186,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The Disney-Fox deal needs U.S. approval but has friends in high places, our columnist @JamesStewartNYT writes https://t.co/mJXzWeA0NF",Fri Dec 15 00:17:03 +0000 2017,0.7351,0.292,0.708,0.0,87
187,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Evening Briefing: Here's what you need to know at the end of the day https://t.co/0O1YWE1F4m,Fri Dec 15 00:02:04 +0000 2017,0.0,0.0,1.0,0.0,88
188,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","An Alabama sheriff's activities raise questions about the broad powers given to these officers, emboldened in the e… https://t.co/I9FYzUn5Zj",Thu Dec 14 23:45:05 +0000 2017,0.0,0.0,1.0,0.0,89
189,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytopinion: We asked @nytopinion columnists to give each other reading recommendations. Here’s what @PaulKrugman, @MaureenDowd, @NickKr…",Thu Dec 14 23:36:37 +0000 2017,0.0,0.0,1.0,0.0,90
190,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Doctors have found a new way to treat heart arrhythmias leading to sudden death, a leading killer in the U.S. https://t.co/PVGb673wQ6",Thu Dec 14 23:17:03 +0000 2017,-0.7579,0.1,0.595,0.305,91
191,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","From secret baby to warrior to general, how Princess Leia became one of the most iconic characters in ""Star Wars""… https://t.co/NzpcxXDivp",Thu Dec 14 23:01:47 +0000 2017,0.0,0.0,1.0,0.0,92
192,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",These videos include graphic scenes of violence and have sparked outrage over police treatment of black people https://t.co/OnlhCw04E1,Thu Dec 14 22:45:15 +0000 2017,-0.8126,0.0,0.684,0.316,93
193,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",There is no time to linger. That altitude is called the “death zone” for good reason. Climbing Everest is a formida… https://t.co/bO8kppERlg,Thu Dec 14 22:25:14 +0000 2017,0.1779,0.12,0.788,0.091,94
194,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Serve it straight out of the oven, when it's at its puffiest https://t.co/9kF3bSEjj1",Thu Dec 14 22:15:05 +0000 2017,0.2263,0.137,0.863,0.0,95
195,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @nytvideo: Here’s how net neutrality works: https://t.co/leS8Rzr8GV https://t.co/vhRe9W9AnP,Thu Dec 14 22:01:05 +0000 2017,0.0,0.0,1.0,0.0,96
196,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Opinion: ""In his first 10 months in office, Donald J. Trump has told 103 separate untruths, many of them repeatedly… https://t.co/ERRGdTc1YQ",Thu Dec 14 21:52:40 +0000 2017,0.0,0.0,1.0,0.0,97
197,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Don’t overlook Ireland’s second city, which is well worth a full weekend of its own https://t.co/FHYw88vw1b",Thu Dec 14 21:45:12 +0000 2017,0.4588,0.235,0.765,0.0,98
198,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A quick refresher on what happened in the last “Star Wars” movie before you go see the next one… https://t.co/btuHpYBLY0,Thu Dec 14 21:30:10 +0000 2017,0.0,0.0,1.0,0.0,99
199,@nytimes,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Kit Harrington is doing things other than being a sad, pensive panda on Game of Thrones https://t.co/wiepeXqz2w",Thu Dec 14 21:15:10 +0000 2017,-0.4215,0.071,0.761,0.168,100
